--- scanner 0 ---
-421,650,-613
-393,-890,-656
-384,598,-476
-653,398,485
-319,-403,608
-425,686,-423
506,-909,-564
663,656,912
-660,341,560
729,758,919
560,-506,926
639,568,937
-18,-10,58
-711,331,622
-326,-876,-486
506,-913,-537

--- scanner 16 ---
-443,-656,375
499,-609,-905
-788,-254,-779
757,881,-622
505,-605,-825
338,-641,-855
-799,-294,-956
-558,481,-500
550,-485,523
-533,840,544
-454,-767,309
860,827,-675
-575,428,-472
360,668,836
-513,730,479
506,685,731
-703,-212,-887
-344,413,-485
364,629,768
-532,687,522
843,902,-582
562,-418,704
-460,-772,334
-108,116,-53
564,-498,642

--- scanner 17 ---
-779,-922,-822
707,-737,-658
-353,566,475
29,-40,-85
522,297,-805
631,-650,-614
-449,566,520
-505,714,-477
-468,538,-465
521,227,-801
-780,-885,-876
-710,-766,541
-646,-987,-871
789,-762,-622
849,512,744
-415,618,312
560,-718,631
748,471,588
836,396,648
587,-774,579
-781,-865,647
521,-732,401
-654,599,-448
484,413,-792
-757,-725,746

--- scanner 18 ---
588,452,452
696,-717,478
-592,750,399
720,557,-881
-919,-583,750
487,440,611
627,453,-880
-99,159,-27
392,-491,-745
-485,892,365
258,-530,-655
-719,-344,-698
-647,440,-786
-669,-300,-658
-483,732,303
293,-525,-734
778,392,-842
-870,-592,812
-666,-492,-643
753,-680,332
-655,528,-780
-564,389,-761
-40,0,-148
552,-693,408
493,422,581
-921,-569,593

--- scanner 19 ---
642,-674,-824
-308,502,851
-241,-283,729
-655,743,-775
-4,173,16
176,-21,8
594,-607,443
-230,440,852
621,744,-440
520,-583,-814
470,735,-349
-360,-249,678
640,-493,-813
-797,728,-744
639,-574,362
469,775,-393
531,512,449
613,609,539
-311,-482,-707
574,524,689
-374,-458,-626
777,-571,440
-233,434,784
-391,-259,664
-807,837,-780
-268,-609,-598

--- scanner 20 ---
131,165,-117
-691,728,707
-657,524,-685
-575,-348,-621
805,543,456
10,-6,-166
439,-390,620
-663,436,-693
935,-596,-470
474,-343,618
-698,-560,526
-660,-451,400
-535,-304,-671
873,-587,-421
522,746,-748
426,728,-857
698,559,303
-639,732,574
543,-390,566
-638,385,-776
-688,704,525
711,524,452
-520,-496,-674
488,888,-855
-737,-549,422
716,-573,-419

--- scanner 21 ---
-696,-367,959
573,-537,-825
862,-826,707
-803,630,451
-616,332,-658
877,-813,938
-616,-875,-583
-662,-818,-516
376,421,889
10,-124,158
651,660,-577
809,-798,724
804,661,-682
706,-549,-704
-763,545,463
414,374,948
-786,-498,923
-873,714,446
-673,-745,-566
550,475,949
-614,420,-709
-33,21,30
-650,-481,895
-655,443,-679
652,595,-616
787,-488,-806

--- scanner 22 ---
64,81,54
-633,524,-715
-680,-850,-309
-663,372,613
-848,-812,430
788,-328,-489
842,-431,-542
738,-714,669
863,-345,-582
-640,-736,417
-648,-689,-259
-571,473,-725
569,758,-411
-623,-822,479
-701,507,532
927,523,543
917,537,574
602,839,-456
122,-68,153
893,472,424
605,761,-594
-708,531,-658
-644,-683,-339
675,-564,646
-667,432,561
686,-629,756

--- scanner 23 ---
-489,640,-740
-739,-813,720
399,-469,534
-451,424,514
-864,-439,-801
-865,-385,-764
-458,554,473
436,-460,348
451,875,619
439,341,-733
546,-647,-529
-454,373,420
622,-603,-616
704,-639,-641
455,858,856
437,-456,418
-473,720,-641
415,392,-604
459,829,654
-590,-784,835
-553,-796,659
5,-29,20
371,463,-675
-670,679,-671
-731,-390,-866

--- scanner 24 ---
479,813,605
-421,-402,-375
444,851,599
-48,139,125
-748,529,574
105,11,84
647,-560,-465
-862,612,-634
546,508,-529
-785,731,-579
667,-561,-647
643,-520,985
-656,-747,608
-808,581,578
-707,-757,670
733,-330,967
397,680,649
-380,-490,-428
665,-577,-718
667,-432,960
517,742,-516
-417,-438,-565
-649,-690,533
-817,692,-786
599,580,-562
-673,500,540

--- scanner 25 ---
-587,-880,-854
774,-772,-664
-665,449,-801
399,-948,578
-368,-666,714
693,243,629
953,479,-759
-494,391,634
963,465,-790
704,325,429
929,414,-909
-812,-870,-903
442,-751,549
559,322,560
-588,493,572
-604,-794,-916
155,34,-112
711,-622,-687
-399,-694,762
722,-687,-577
-358,-789,616
26,-59,-17
-631,374,-772
404,-719,583
-627,314,-720
-602,399,581

--- scanner 26 ---
-537,-661,-554
-494,-780,790
659,-817,588
784,-534,-350
-498,-840,738
725,-513,-546
609,514,811
596,485,577
-569,365,639
-458,481,-780
-631,-763,-616
33,-53,121
-66,64,-29
564,545,-271
596,614,-439
-523,-755,-563
-525,447,506
-550,528,-756
-460,-705,819
-656,535,-823
714,-894,707
518,578,-478
866,-849,627
716,-589,-351
642,567,739
-519,412,468

--- scanner 27 ---
-85,-16,64
418,478,-378
-513,623,709
814,736,845
-632,-710,-855
557,-666,-807
-594,452,667
-556,252,-630
-592,-760,-811
-604,-645,429
-588,-647,358
783,728,850
-647,-707,-663
52,-66,-100
849,608,807
-603,500,687
-635,217,-625
834,-623,651
358,501,-552
836,-802,587
298,564,-448
746,-733,-810
609,-713,-817
832,-802,560
-605,-665,611
-120,-179,-120
-545,351,-664
